,loss,mae,val_loss,val_mae,learning_rate
0,0.058945801109075546,0.24332194030284882,0.006808876059949398,0.08402857929468155,0.0006500000017695129
1,0.005944398231804371,0.07556731253862381,0.005050171632319689,0.07044843584299088,0.0006500000017695129
2,0.005269189365208149,0.07136936485767365,0.004752548411488533,0.0683383047580719,0.0006500000017695129
3,0.004999582655727863,0.0696725845336914,0.004776757676154375,0.0704999789595604,0.0006500000017695129
4,0.0048676747828722,0.06897323578596115,0.0045135547406971455,0.06726160645484924,0.0006500000017695129
5,0.004691652487963438,0.06792137771844864,0.004496872890740633,0.06829503178596497,0.0006500000017695129
6,0.004625201225280762,0.0674009770154953,0.004240694921463728,0.06477683782577515,0.0006500000017695129
7,0.0045281024649739265,0.06681038439273834,0.004287066403776407,0.06597708910703659,0.0006500000017695129
8,0.004437610972672701,0.06614456325769424,0.004104263614863157,0.06479432433843613,0.0006500000017695129
9,0.004320388659834862,0.06531623005867004,0.004169752821326256,0.06528794765472412,0.0006500000017695129
10,0.004186353646218777,0.06416032463312149,0.0041298652067780495,0.06357736140489578,0.0006500000017695129
11,0.004114776384085417,0.06358225643634796,0.003939011134207249,0.06368525326251984,0.0006500000017695129
12,0.0040675499476492405,0.06338025629520416,0.0038354601711034775,0.06160080432891846,0.0006500000017695129
13,0.004035902209579945,0.06317634135484695,0.0037425917107611895,0.061137761920690536,0.0006500000017695129
14,0.003970419522374868,0.06304331123828888,0.0037265184801071882,0.06126869097352028,0.0006500000017695129
15,0.00394561979919672,0.06270217895507812,0.00372467003762722,0.06120393052697182,0.0006500000017695129
16,0.0038838330656290054,0.06207074224948883,0.003670305944979191,0.06067444756627083,0.0006500000017695129
17,0.0038895083125680685,0.062020041048526764,0.0035623679868876934,0.05932144820690155,0.0006500000017695129
18,0.003784776432439685,0.061005838215351105,0.0036097157280892134,0.06006811186671257,0.0006500000017695129
19,0.0037203554529696703,0.06079905480146408,0.00382668967358768,0.06139696389436722,0.0006500000017695129
20,0.003810674184933305,0.061615291982889175,0.0035409273114055395,0.058810651302337646,0.0006500000017695129
21,0.003728814423084259,0.060827966779470444,0.0035995205398648977,0.06103847175836563,0.0006500000017695129
22,0.003686573589220643,0.06081077829003334,0.003460697364062071,0.05815572291612625,0.0006500000017695129
23,0.00363721139729023,0.060146037489175797,0.0034556416794657707,0.05855551362037659,0.0006500000017695129
24,0.003633462591096759,0.060208845883607864,0.00347040593624115,0.05847857892513275,0.0006500000017695129
25,0.00355122284963727,0.05907571688294411,0.0033772126771509647,0.0577818900346756,0.0006500000017695129
26,0.003574046306312084,0.05949803814291954,0.0036349142901599407,0.06124427542090416,0.0006500000017695129
27,0.0034956345334649086,0.05868358910083771,0.003294777125120163,0.05646732077002525,0.0006500000017695129
28,0.0034834565594792366,0.05860770121216774,0.0032441196963191032,0.0566076822578907,0.0006500000017695129
29,0.003456659847870469,0.058457136154174805,0.0033753947354853153,0.058009594678878784,0.0006500000017695129
30,0.003606025828048587,0.06028233841061592,0.0033069897908717394,0.056401483714580536,0.0006500000017695129
31,0.0034725465811789036,0.058590419590473175,0.003253305796533823,0.0569126270711422,0.0006500000017695129
32,0.003427840769290924,0.05824853479862213,0.003242173930630088,0.0556664913892746,0.0006500000017695129
33,0.003314659697934985,0.05706821009516716,0.00322128226980567,0.05584593117237091,0.00032500000088475645
34,0.0033002502750605345,0.056772224605083466,0.0031303423456847668,0.05522526800632477,0.00032500000088475645
35,0.003279609838500619,0.056688468903303146,0.0031609204597771168,0.05529315397143364,0.00032500000088475645
36,0.003289935877546668,0.05689597874879837,0.0031906217336654663,0.05601605772972107,0.00032500000088475645
37,0.0032698377035558224,0.05670790374279022,0.003129134187474847,0.05496405437588692,0.00032500000088475645
38,0.0032985734287649393,0.05685756355524063,0.003108047880232334,0.05491945892572403,0.00032500000088475645
39,0.003254772163927555,0.05643090978264809,0.0036395725328475237,0.06053198501467705,0.00032500000088475645
40,0.0031998364720493555,0.055921588093042374,0.0031011607497930527,0.05438704788684845,0.00016250000044237822
41,0.0031918745953589678,0.0556793212890625,0.0030719980131834745,0.05439603701233864,0.00016250000044237822
