,loss,mae,val_loss,val_mae,learning_rate
42,0.003172129625454545,0.05564309284090996,0.0030748925637453794,0.054288722574710846,0.00016250000044237822
43,0.0032083287369459867,0.05589761212468147,0.003103794762864709,0.05546729266643524,0.00016250000044237822
44,0.0031745617743581533,0.05546687915921211,0.00314716761931777,0.05557313933968544,0.00016250000044237822
45,0.003152653342112899,0.05537570267915726,0.003067394020035863,0.05445420369505882,8.125000022118911e-05
46,0.00313332281075418,0.0552491620182991,0.003066054778173566,0.05416995659470558,8.125000022118911e-05
47,0.0031390476506203413,0.05526026710867882,0.00305832433514297,0.054514989256858826,8.125000022118911e-05
48,0.0031300524715334177,0.05503586307168007,0.0030522386077791452,0.05430585891008377,8.125000022118911e-05
49,0.0031179008074104786,0.055099938064813614,0.003085269359871745,0.05502060055732727,8.125000022118911e-05
50,0.003115327563136816,0.055076539516448975,0.003034096211194992,0.054098907858133316,4.0625000110594556e-05
51,0.0031109896954149008,0.054921213537454605,0.003045029705390334,0.05418049916625023,4.0625000110594556e-05
52,0.003104505827650428,0.05482003092765808,0.003045545658096671,0.054310739040374756,4.0625000110594556e-05
53,0.00310405227355659,0.05481749773025513,0.003029001411050558,0.054077696055173874,4.0625000110594556e-05
54,0.003095359541475773,0.05481160432100296,0.0030438676476478577,0.05396552011370659,4.0625000110594556e-05
55,0.0031008590012788773,0.05487119033932686,0.0030237813480198383,0.0538303442299366,4.0625000110594556e-05
56,0.0030979858711361885,0.05476498231291771,0.0030433591455221176,0.05418536067008972,4.0625000110594556e-05
57,0.0030974075198173523,0.054868433624506,0.003025077749043703,0.053798627108335495,4.0625000110594556e-05
58,0.0031105270609259605,0.05489742383360863,0.003021496580913663,0.05393969267606735,4.0625000110594556e-05
59,0.0030916286632418633,0.05470238998532295,0.003016249043866992,0.053832292556762695,2.0312500055297278e-05
60,0.0030833568889647722,0.054629676043987274,0.003017727518454194,0.05388770252466202,2.0312500055297278e-05
61,0.003085486125200987,0.054631441831588745,0.0030199752654880285,0.053902313113212585,2.0312500055297278e-05
62,0.0030829182360321283,0.054620347917079926,0.003034282010048628,0.054178208112716675,2.0312500055297278e-05
63,0.003086863784119487,0.05466707795858383,0.003020144999027252,0.05399531498551369,2.0312500055297278e-05
64,0.0030792681500315666,0.05459485575556755,0.00301927886903286,0.05393626540899277,1.0156250027648639e-05
65,0.0030780311208218336,0.05460590869188309,0.0030231617856770754,0.05399440601468086,1.0156250027648639e-05
66,0.003078558947890997,0.054599955677986145,0.0030196018051356077,0.05389738827943802,1.0156250027648639e-05
67,0.0030769179575145245,0.05459937825798988,0.003015741240233183,0.05387237295508385,1.0156250027648639e-05
68,0.0030753868632018566,0.05453674495220184,0.003024597419425845,0.054033275693655014,1.0156250027648639e-05
69,0.0030768702272325754,0.05457600951194763,0.0030150634702295065,0.0538506843149662,5.0781250138243195e-06
70,0.0030733169987797737,0.054559726268053055,0.0030154327396303415,0.05384857952594757,5.0781250138243195e-06
71,0.003073533996939659,0.0545121468603611,0.0030162036418914795,0.053889621049165726,5.0781250138243195e-06
72,0.003074171021580696,0.054557815194129944,0.0030124629847705364,0.05380551144480705,5.0781250138243195e-06
73,0.0030727675184607506,0.05454782024025917,0.0030112089589238167,0.0537727065384388,5.0781250138243195e-06
74,0.003072381019592285,0.05449865385890007,0.0030127312056720257,0.05380969122052193,2.5390625069121597e-06
75,0.003072350984439254,0.05451878160238266,0.003013728652149439,0.053844090551137924,2.5390625069121597e-06
76,0.0030714990571141243,0.054514672607183456,0.0030124245677143335,0.053813885897397995,2.5390625069121597e-06
77,0.003071453422307968,0.054527398198843,0.0030132520478218794,0.05383428931236267,2.5390625069121597e-06
78,0.003071445506066084,0.05451686307787895,0.0030123612377792597,0.05380745604634285,2.5390625069121597e-06
79,0.003070480888709426,0.054500777274370193,0.003012686036527157,0.053816620260477066,1.2695312534560799e-06
80,0.003070470876991749,0.05450676754117012,0.0030125235207378864,0.05381609871983528,1.2695312534560799e-06
81,0.00307046202942729,0.054510507732629776,0.0030125738121569157,0.05381649360060692,1.2695312534560799e-06
82,0.003070286475121975,0.05451345816254616,0.0030129309743642807,0.05382990092039108,1.2695312534560799e-06
83,0.003070327453315258,0.054512787610292435,0.0030127621721476316,0.05382988601922989,1.2695312534560799e-06
