,loss,mae,val_loss,val_mae,learning_rate
0,0.017373858019709587,0.1251661628484726,0.006976196076720953,0.08190125972032547,0.0006500000017695129
1,0.0053453948348760605,0.07337933778762817,0.005708441603928804,0.07424578070640564,0.0006500000017695129
2,0.004887436982244253,0.07040338963270187,0.005230702925473452,0.07207149267196655,0.0006500000017695129
3,0.004605765920132399,0.06844066828489304,0.004892749711871147,0.06960521638393402,0.0006500000017695129
4,0.004494327120482922,0.06805615872144699,0.004753227345645428,0.07093042135238647,0.0006500000017695129
5,0.004313712939620018,0.06701424717903137,0.004392107482999563,0.06776819378137589,0.0006500000017695129
6,0.004157325252890587,0.0657510980963707,0.004580419976264238,0.0708654522895813,0.0006500000017695129
7,0.004055911209434271,0.06510890275239944,0.004304009024053812,0.06630973517894745,0.0006500000017695129
8,0.003943689167499542,0.06403040140867233,0.004232355393469334,0.06735530495643616,0.0006500000017695129
9,0.003924185875803232,0.0637795552611351,0.004115280229598284,0.06524098664522171,0.0006500000017695129
10,0.00385393132455647,0.06347136199474335,0.004112543538212776,0.06586910784244537,0.0006500000017695129
11,0.0039138589054346085,0.06436000019311905,0.003957232926040888,0.06426993012428284,0.0006500000017695129
12,0.0037199894431978464,0.06224644184112549,0.003862108336761594,0.06341949105262756,0.0006500000017695129
13,0.0037245037965476513,0.06233606114983559,0.0038194090593606234,0.062423259019851685,0.0006500000017695129
14,0.0037326880265027285,0.062474846839904785,0.003813775023445487,0.06258174777030945,0.0006500000017695129
15,0.00369813060387969,0.06247006729245186,0.0037616142071783543,0.061917081475257874,0.0006500000017695129
16,0.003631583647802472,0.061451759189367294,0.003972366917878389,0.06468125432729721,0.0006500000017695129
17,0.003700834698975086,0.06266125291585922,0.0037374438252300024,0.06285508722066879,0.0006500000017695129
18,0.0035998562816530466,0.061524324119091034,0.003562727477401495,0.0608987882733345,0.0006500000017695129
19,0.003569236258044839,0.06152849271893501,0.0037059937603771687,0.06214224547147751,0.0006500000017695129
20,0.0035708912182599306,0.06133798882365227,0.0041480232030153275,0.06838428229093552,0.0006500000017695129
21,0.0034431361127644777,0.06041836738586426,0.00354123767465353,0.060515742748975754,0.0006500000017695129
22,0.003451710566878319,0.05998164787888527,0.003662177361547947,0.06241638585925102,0.0006500000017695129
